image_file,xmin,ymin,xmax,ymax,manufacturer,variant
0981301.jpg,28,146,1022,484,4.0,2.0
0037512.jpg,89,223,858,519,4.0,2.0
0826475.jpg,56,138,963,484,4.0,2.0
0815913.jpg,22,140,1002,510,4.0,2.0
0698787.jpg,6,127,995,502,4.0,2.0
0065422.jpg,28,60,894,387,4.0,2.0
0522884.jpg,5,144,990,501,4.0,2.0
0875303.jpg,6,112,998,451,4.0,2.0
1189268.jpg,39,173,996,515,4.0,2.0
1296939.jpg,7,119,1146,548,4.0,2.0
1831096.jpg,2,146,1196,596,4.0,2.0
0054367.jpg,2,180,839,538,4.0,2.0
0723122.jpg,44,119,1013,460,4.0,2.0
1565290.jpg,29,158,1073,511,4.0,2.0
1918572.jpg,21,114,997,460,4.0,2.0
0907358.jpg,2,112,995,494,4.0,2.0
1297843.jpg,4,110,983,497,4.0,2.0
0337947.jpg,13,146,995,463,4.0,2.0
1869877.jpg,15,137,1190,541,4.0,2.0
0694480.jpg,8,135,990,495,4.0,2.0
1143132.jpg,4,137,991,478,4.0,2.0
1884748.jpg,9,128,1181,550,4.0,2.0
2054409.jpg,13,108,1007,471,4.0,2.0
0789826.jpg,57,144,994,489,4.0,2.0
0147048.jpg,3,74,994,492,4.0,2.0
1860176.jpg,18,102,997,453,4.0,2.0
1942698.jpg,70,193,1040,536,4.0,2.0
0979470.jpg,3,67,1012,566,4.0,2.0
0075050.jpg,1,90,891,407,4.0,2.0
0458661.jpg,11,118,990,477,4.0,2.0
1411216.jpg,53,158,877,453,4.0,2.0
1110805.jpg,4,119,987,500,4.0,2.0
0447807.jpg,9,111,987,469,4.0,2.0
0127047.jpg,63,155,834,433,4.0,2.0
0702845.jpg,7,125,995,490,4.0,2.0
0074464.jpg,25,57,785,355,4.0,2.0
0548186.jpg,14,15,998,646,4.0,2.0
1471735.jpg,13,132,1186,556,4.0,2.0
1296896.jpg,7,110,1193,541,4.0,2.0
1516339.jpg,24,148,1019,510,4.0,2.0
1395798.jpg,11,139,1269,622,4.0,2.0
0056331.jpg,30,146,944,476,4.0,2.0
0187244.jpg,86,144,808,406,4.0,2.0
0880593.jpg,1,124,992,481,4.0,2.0
0592977.jpg,160,264,1166,687,4.0,2.0
0109632.jpg,1,14,898,542,4.0,2.0
0062679.jpg,31,89,776,400,4.0,2.0
0610653.jpg,4,161,1540,735,4.0,2.0
0034958.jpg,1,181,845,560,4.0,2.0
0198440.jpg,13,118,1007,489,4.0,2.0
0523229.jpg,6,142,996,485,4.0,2.0
0100213.jpg,1,65,759,360,4.0,2.0
1258401.jpg,16,108,1012,458,4.0,2.0
1899111.jpg,36,232,1066,477,4.0,3.0
1062304.jpg,1,15,1022,691,4.0,3.0
0448049.jpg,9,134,997,465,4.0,3.0
0069776.jpg,18,100,761,357,4.0,3.0
2227920.jpg,15,89,1000,467,4.0,3.0
0357873.jpg,17,164,1238,527,4.0,3.0
0569402.jpg,54,229,1224,615,4.0,3.0
0907357.jpg,9,155,998,470,4.0,3.0
1196360.jpg,25,149,1035,472,4.0,3.0
1538841.jpg,5,157,1312,602,4.0,3.0
0697376.jpg,8,176,985,483,4.0,3.0
0218033.jpg,20,155,987,496,4.0,3.0
0830001.jpg,5,107,999,488,4.0,3.0
0061307.jpg,20,58,767,366,4.0,3.0
0395652.jpg,16,95,1197,673,4.0,3.0
1323729.jpg,16,211,1009,475,4.0,3.0
1227019.jpg,17,199,1268,570,4.0,3.0
1320676.jpg,7,165,1018,512,4.0,3.0
0799595.jpg,8,146,998,481,4.0,3.0
1955376.jpg,16,159,1010,453,4.0,3.0
1100234.jpg,27,227,1005,463,4.0,3.0
1110775.jpg,5,136,992,491,4.0,3.0
1539459.jpg,10,171,1484,682,4.0,3.0
2067870.jpg,13,158,1189,553,4.0,3.0
1393334.jpg,18,110,1009,447,4.0,3.0
0574350.jpg,4,121,996,450,4.0,3.0
0681541.jpg,3,144,980,475,4.0,3.0
0728390.jpg,25,27,1198,652,4.0,3.0
0184350.jpg,30,129,999,473,4.0,3.0
0133440.jpg,4,139,1002,441,4.0,3.0
0907408.jpg,6,109,979,471,4.0,3.0
0944166.jpg,4,124,995,468,4.0,3.0
0218801.jpg,24,232,980,513,4.0,3.0
1396876.jpg,14,207,1590,730,4.0,3.0
2046004.jpg,12,166,1192,557,4.0,3.0
1298958.jpg,12,141,987,472,4.0,3.0
0492497.jpg,5,110,976,496,4.0,3.0
0706281.jpg,8,143,992,482,4.0,3.0
0746112.jpg,1,171,996,464,4.0,3.0
0097935.jpg,85,137,858,501,4.0,3.0
0062667.jpg,32,106,794,343,4.0,3.0
0953559.jpg,2,3,1021,633,4.0,3.0
1691783.jpg,3,157,1015,472,4.0,3.0
0894219.jpg,6,137,998,462,4.0,3.0
0545210.jpg,24,108,1010,472,4.0,3.0
0278443.jpg,1,165,947,477,4.0,3.0
0248336.jpg,12,149,878,470,4.0,3.0
1043473.jpg,3,155,1016,483,4.0,3.0
0090868.jpg,83,65,898,371,4.0,3.0
1258703.jpg,14,153,1267,587,4.0,3.0
0894189.jpg,9,161,991,489,4.0,3.0
1927313.jpg,6,170,1192,534,4.0,3.0
2127975.jpg,8,149,1185,541,4.0,3.0
0447745.jpg,8,127,989,452,4.0,3.0
0178292.jpg,27,152,992,456,4.0,3.0
0335667.jpg,11,189,990,460,4.0,3.0
1682001.jpg,12,218,1486,695,4.0,3.0
0114409.jpg,11,73,790,358,4.0,3.0
1426565.jpg,21,129,1034,467,4.0,3.0
0522856.jpg,5,143,996,487,4.0,3.0
0986161.jpg,2,76,1015,490,4.0,3.0
0965611.jpg,20,207,1557,730,4.0,3.0
1456004.jpg,9,148,1191,543,4.0,3.0
1295999.jpg,13,167,1194,532,4.0,3.0
2248581.jpg,9,148,1019,491,4.0,3.0
0460770.jpg,7,183,984,472,4.0,3.0
1879894.jpg,8,165,1184,544,4.0,3.0
2031394.jpg,9,170,1195,528,4.0,3.0
1115297.jpg,5,146,992,471,4.0,3.0
1564774.jpg,18,221,1484,698,4.0,3.0
0547087.jpg,1,112,1016,479,4.0,3.0
0653804.jpg,16,125,1017,498,4.0,3.0
0097577.jpg,51,90,776,339,4.0,3.0
0383456.jpg,65,75,1197,591,4.0,3.0
2221342.jpg,4,172,1190,579,4.0,3.0
0074247.jpg,1,111,761,361,4.0,3.0
0704549.jpg,8,144,989,470,4.0,3.0
1363673.jpg,17,169,1191,577,4.0,3.0
2115318.jpg,22,155,994,457,4.0,3.0
1852170.jpg,12,144,1191,526,4.0,3.0
1352205.jpg,7,104,1285,656,4.0,3.0
0687267.jpg,67,179,1173,538,4.0,3.0
0517631.jpg,18,140,1197,503,4.0,3.0
0882609.jpg,0,83,996,526,4.0,3.0
0748299.jpg,7,137,1010,489,4.0,3.0
1118224.jpg,8,149,994,459,4.0,3.0
1446516.jpg,8,146,1272,602,4.0,3.0
1251289.jpg,28,203,1000,461,4.0,3.0
1730435.jpg,14,110,1004,454,4.0,3.0
1615914.jpg,17,213,1490,717,4.0,3.0
1560581.jpg,2,151,1274,584,4.0,3.0
1018935.jpg,5,139,988,459,4.0,3.0
1958758.jpg,16,141,1193,534,4.0,3.0
0848057.jpg,717,246,1021,352,4.0,3.0
1146236.jpg,7,134,984,463,4.0,3.0
1810855.jpg,7,159,1271,612,4.0,3.0
0066279.jpg,26,119,753,360,4.0,3.0
1222203.jpg,12,150,992,480,4.0,3.0
2126017.jpg,4,104,993,505,4.0,3.0
2080684.jpg,24,189,1166,603,4.0,3.0
1393630.jpg,7,265,1275,660,4.0,4.0
1891967.jpg,4,200,1016,494,4.0,4.0
1102458.jpg,9,161,992,461,4.0,4.0
1527501.jpg,14,215,1491,675,4.0,4.0
0076843.jpg,3,106,781,342,4.0,4.0
1906287.jpg,13,229,1193,564,4.0,4.0
0939537.jpg,10,100,998,588,4.0,4.0
1119094.jpg,11,148,992,443,4.0,4.0
0438658.jpg,9,147,995,456,4.0,4.0
0428657.jpg,1,123,1001,451,4.0,4.0
1606542.jpg,4,138,1014,455,4.0,4.0
1368847.jpg,7,246,1575,723,4.0,4.0
1966165.jpg,14,239,1272,594,4.0,4.0
0923504.jpg,11,161,990,474,4.0,4.0
1871885.jpg,57,212,1066,518,4.0,4.0
1245559.jpg,11,136,1020,472,4.0,4.0
1080160.jpg,9,146,1019,457,4.0,4.0
2236962.jpg,10,162,1015,465,4.0,4.0
0337370.jpg,520,465,989,631,4.0,4.0
0979665.jpg,7,165,993,476,4.0,4.0
1846193.jpg,6,131,1019,451,4.0,4.0
1474251.jpg,11,183,1192,566,4.0,4.0
1483195.jpg,11,182,1190,556,4.0,4.0
1702255.jpg,8,163,1016,448,4.0,4.0
2120181.jpg,12,129,1013,454,4.0,4.0
2217839.jpg,9,146,1187,521,4.0,4.0
0420818.jpg,1,224,914,548,4.0,4.0
1235148.jpg,7,129,1017,507,4.0,4.0
0075752.jpg,14,93,793,337,4.0,4.0
2186493.jpg,19,193,1187,557,4.0,4.0
1503757.jpg,10,236,1467,695,4.0,4.0
0807961.jpg,8,176,991,475,4.0,4.0
0127627.jpg,19,252,997,495,4.0,4.0
1017287.jpg,5,240,1018,482,4.0,4.0
0195013.jpg,37,155,1021,470,4.0,4.0
0699596.jpg,7,168,987,477,4.0,4.0
1884743.jpg,11,173,1190,520,4.0,4.0
0682201.jpg,38,215,1249,629,4.0,4.0
2117477.jpg,20,178,1008,460,4.0,4.0
0572861.jpg,11,166,990,463,4.0,4.0
1163484.jpg,14,242,1588,723,4.0,4.0
2031382.jpg,11,165,1194,518,4.0,4.0
1876021.jpg,18,159,999,461,4.0,4.0
0063284.jpg,34,103,770,343,4.0,4.0
1532634.jpg,26,206,1077,503,4.0,4.0
1277633.jpg,9,164,993,475,4.0,4.0
1506226.jpg,2,74,1022,583,4.0,4.0
2244446.jpg,11,157,1190,516,4.0,4.0
0649690.jpg,69,428,1548,795,4.0,4.0
0973082.jpg,6,237,995,468,4.0,4.0
0242845.jpg,4,238,995,484,4.0,4.0
0447883.jpg,15,166,982,447,4.0,4.0
0176136.jpg,31,181,989,479,4.0,4.0
2026894.jpg,4,119,1017,452,4.0,4.0
0923560.jpg,3,149,997,443,4.0,4.0
1163792.jpg,5,145,998,445,4.0,4.0
1059090.jpg,27,180,1027,487,4.0,4.0
2178143.jpg,23,249,1282,596,4.0,4.0
0237107.jpg,11,149,1020,462,4.0,4.0
1398863.jpg,8,182,1271,578,4.0,4.0
1334567.jpg,8,184,1185,563,4.0,4.0
0523207.jpg,4,145,998,461,4.0,4.0
0302648.jpg,23,210,1009,505,4.0,4.0
0093515.jpg,23,121,886,387,4.0,4.0
2007890.jpg,12,157,1192,532,4.0,4.0
0987619.jpg,20,354,1479,702,4.0,4.0
0487357.jpg,7,159,997,461,4.0,4.0
0066410.jpg,24,133,778,358,4.0,4.0
0988944.jpg,12,179,1013,491,4.0,4.0
1779244.jpg,11,222,1388,668,4.0,4.0
0558343.jpg,1,135,1009,448,4.0,4.0
0853774.jpg,19,179,1507,628,4.0,4.0
0768400.jpg,6,159,991,467,4.0,4.0
0218042.jpg,643,316,1012,461,4.0,4.0
1758545.jpg,14,180,1017,462,4.0,4.0
0562105.jpg,10,171,992,479,4.0,4.0
1382601.jpg,6,191,1273,560,4.0,4.0
0122393.jpg,29,125,895,415,4.0,4.0
1230368.jpg,20,166,989,460,4.0,4.0
0482804.jpg,18,259,1188,593,4.0,4.0
2066262.jpg,10,158,1188,545,4.0,4.0
0523220.jpg,4,169,996,462,4.0,4.0
1115400.jpg,7,157,993,464,4.0,4.0
0829999.jpg,5,151,997,452,4.0,4.0
0062655.jpg,36,80,798,316,4.0,4.0
1696061.jpg,16,198,1007,460,4.0,4.0
0939568.jpg,5,152,994,456,4.0,4.0
0716436.jpg,8,161,992,462,4.0,4.0
1559372.jpg,12,229,1586,722,4.0,4.0
0328123.jpg,47,214,986,480,4.0,4.0
2190106.jpg,24,257,1280,674,4.0,4.0
1879889.jpg,9,170,1183,528,4.0,4.0
1933719.jpg,16,215,1185,551,4.0,4.0
0116708.jpg,44,147,771,381,4.0,4.0
1237623.jpg,16,154,991,495,4.0,4.0
0740907.jpg,7,128,993,436,4.0,4.0
1917739.jpg,13,183,1191,564,4.0,4.0
0851302.jpg,2,150,995,456,4.0,4.0
0933127.jpg,4,94,1017,487,4.0,4.0
0972487.jpg,13,199,1014,501,4.0,4.0
0072369.jpg,37,43,890,344,4.0,5.0
1758606.jpg,7,139,1193,551,4.0,5.0
0151665.jpg,44,227,986,567,4.0,5.0
1783685.jpg,19,119,1002,464,4.0,5.0
1264479.jpg,9,105,1276,611,4.0,5.0
1973458.jpg,11,164,1191,549,4.0,5.0
1149871.jpg,15,152,1454,659,4.0,5.0
1093636.jpg,9,145,1015,480,4.0,5.0
1749186.jpg,4,18,1019,680,4.0,5.0
1110779.jpg,10,141,989,495,4.0,5.0
0457865.jpg,10,142,986,482,4.0,5.0
1405447.jpg,9,185,1549,725,4.0,5.0
1267074.jpg,6,129,1273,618,4.0,5.0
0723229.jpg,36,130,987,480,4.0,5.0
1481159.jpg,13,147,1190,603,4.0,5.0
1224910.jpg,24,77,993,496,4.0,5.0
0706205.jpg,6,127,990,491,4.0,5.0
1620906.jpg,7,102,1015,471,4.0,5.0
0361471.jpg,1,160,1170,559,4.0,5.0
2103080.jpg,7,92,1018,459,4.0,5.0
1691483.jpg,23,112,1002,460,4.0,5.0
0944257.jpg,4,146,992,507,4.0,5.0
1459173.jpg,10,165,1181,584,4.0,5.0
1272643.jpg,27,140,990,501,4.0,5.0
1336460.jpg,14,201,1588,776,4.0,5.0
0657761.jpg,47,180,1559,693,4.0,5.0
0865314.jpg,18,126,1005,497,4.0,5.0
1736209.jpg,10,195,1015,488,4.0,5.0
1818731.jpg,11,142,1191,573,4.0,5.0
0761153.jpg,9,139,993,489,4.0,5.0
2002331.jpg,10,138,1187,582,4.0,5.0
1627446.jpg,9,100,1015,473,4.0,5.0
1891664.jpg,2,142,996,466,4.0,5.0
0876440.jpg,24,231,1009,604,4.0,5.0
0807405.jpg,2,150,1014,521,4.0,5.0
1602331.jpg,16,204,1486,744,4.0,5.0
0522417.jpg,37,114,976,460,4.0,5.0
0074245.jpg,2,82,774,376,4.0,5.0
0445490.jpg,1,238,1190,685,4.0,5.0
0894188.jpg,6,135,992,500,4.0,5.0
0097119.jpg,2,76,775,369,4.0,5.0
0114403.jpg,1,97,773,382,4.0,5.0
1599381.jpg,2,5,1023,680,4.0,5.0
1543563.jpg,3,218,1021,490,4.0,5.0
2170857.jpg,19,134,1004,456,4.0,5.0
0097111.jpg,31,75,795,373,4.0,5.0
1147739.jpg,28,129,1005,496,4.0,5.0
0201676.jpg,30,59,997,466,4.0,5.0
0974734.jpg,10,118,1021,504,4.0,5.0
1337392.jpg,17,158,1027,512,4.0,5.0
1033079.jpg,12,160,1012,526,4.0,5.0
1572350.jpg,10,92,1016,494,4.0,5.0
0225225.jpg,13,221,995,560,4.0,5.0
1563192.jpg,1,9,1022,742,4.0,5.0
1548404.jpg,10,202,1475,684,4.0,5.0
1053446.jpg,11,143,985,486,4.0,5.0
0649689.jpg,83,364,1464,828,4.0,5.0
1377012.jpg,18,121,1014,476,4.0,5.0
0130599.jpg,31,70,1003,480,4.0,5.0
1377235.jpg,13,168,1192,565,4.0,5.0
0175746.jpg,8,171,955,457,4.0,5.0
1687908.jpg,14,194,1486,721,4.0,5.0
0857107.jpg,22,167,1552,694,4.0,5.0
1372809.jpg,1,13,1022,629,4.0,5.0
0604668.jpg,14,123,992,469,4.0,5.0
1909490.jpg,7,134,1189,553,4.0,5.0
1358066.jpg,4,118,1019,524,4.0,5.0
0114439.jpg,2,89,772,369,4.0,5.0
1313891.jpg,5,133,995,483,4.0,5.0
