image_file,xmin,ymin,xmax,ymax,manufacturer,variant
1818731.jpg,11,142,1191,573,4.0,5.0
1627446.jpg,9,100,1015,473,4.0,5.0
0807405.jpg,2,150,1014,521,4.0,5.0
0074245.jpg,2,82,774,376,4.0,5.0
0097119.jpg,2,76,775,369,4.0,5.0
1543563.jpg,3,218,1021,490,4.0,5.0
1147739.jpg,28,129,1005,496,4.0,5.0
1337392.jpg,17,158,1027,512,4.0,5.0
0225225.jpg,13,221,995,560,4.0,5.0
1053446.jpg,11,143,985,486,4.0,5.0
0130599.jpg,31,70,1003,480,4.0,5.0
1687908.jpg,14,194,1486,721,4.0,5.0
0604668.jpg,14,123,992,469,4.0,5.0
0114439.jpg,2,89,772,369,4.0,5.0
1543529.jpg,6,122,1275,574,4.0,5.0
1258418.jpg,27,129,997,480,4.0,5.0
0618967.jpg,12,190,984,450,4.0,5.0
0977330.jpg,8,136,997,487,4.0,5.0
1384649.jpg,24,157,1262,593,4.0,5.0
0912693.jpg,19,217,1501,752,4.0,5.0
1362802.jpg,11,90,1019,447,4.0,5.0
0942001.jpg,14,47,998,459,4.0,5.0
0143341.jpg,26,140,980,467,4.0,5.0
0894220.jpg,11,139,990,504,4.0,5.0
0944253.jpg,3,95,994,492,4.0,6.0
0817558.jpg,17,36,1021,599,4.0,6.0
0928043.jpg,7,60,1008,532,4.0,6.0
1650651.jpg,6,119,1191,573,4.0,6.0
1823113.jpg,0,15,1195,787,4.0,6.0
1401747.jpg,2,11,1023,657,4.0,6.0
1726606.jpg,6,77,1195,591,4.0,6.0
1615563.jpg,42,158,1062,531,4.0,6.0
0731199.jpg,9,169,1022,629,4.0,6.0
0784350.jpg,23,195,1582,795,4.0,6.0
1283644.jpg,9,84,1268,587,4.0,6.0
0467430.jpg,5,96,990,485,4.0,6.0
0745448.jpg,4,55,1021,489,4.0,6.0
0702868.jpg,40,140,989,505,4.0,6.0
0842381.jpg,5,129,995,496,4.0,6.0
2188618.jpg,7,81,1016,501,4.0,6.0
1973457.jpg,11,138,1186,578,4.0,6.0
1861153.jpg,21,106,1008,469,4.0,6.0
2091304.jpg,1,17,1199,865,4.0,6.0
0961750.jpg,26,176,1512,759,4.0,6.0
0904850.jpg,22,101,1006,515,4.0,6.0
0361351.jpg,0,21,1195,788,4.0,6.0
1117081.jpg,8,99,1188,575,4.0,6.0
2080548.jpg,6,66,1196,596,4.0,6.0
0905907.jpg,22,218,1535,795,4.0,6.0
1885885.jpg,17,30,1182,652,4.0,6.0
1259152.jpg,30,105,1000,507,4.0,6.0
0442918.jpg,1,137,1159,632,4.0,6.0
2101958.jpg,10,124,1195,586,4.0,6.0
1730978.jpg,12,128,1014,470,4.0,6.0
1773981.jpg,9,102,1017,501,4.0,6.0
1718899.jpg,21,156,1010,484,4.0,6.0
0721593.jpg,28,234,1007,554,4.0,6.0
1759296.jpg,9,121,1386,679,4.0,6.0
1060500.jpg,5,14,1021,616,4.0,7.0
2219111.jpg,37,257,1471,697,4.0,7.0
1222170.jpg,12,130,984,488,4.0,7.0
0400397.jpg,2,52,1147,632,4.0,7.0
0694487.jpg,6,120,995,488,4.0,7.0
1503761.jpg,12,200,1586,793,4.0,7.0
1774585.jpg,23,104,1007,454,4.0,7.0
0357855.jpg,91,164,1108,546,4.0,7.0
0956171.jpg,31,133,1011,497,4.0,7.0
1611252.jpg,10,176,1487,740,4.0,7.0
1084518.jpg,21,154,1007,546,4.0,7.0
0984409.jpg,2,68,1001,481,4.0,7.0
0701140.jpg,66,117,1153,502,4.0,7.0
1498556.jpg,38,153,1072,561,4.0,7.0
2188154.jpg,9,120,1188,573,4.0,7.0
0183579.jpg,24,94,1023,492,4.0,7.0
0067671.jpg,33,92,776,386,4.0,7.0
0067036.jpg,51,75,764,350,4.0,7.0
2211307.jpg,9,91,1002,472,4.0,7.0
1121142.jpg,19,175,1579,747,4.0,7.0
1368334.jpg,11,109,1015,492,4.0,7.0
2184061.jpg,7,100,990,457,4.0,7.0
0337266.jpg,3,36,997,618,4.0,7.0
1846150.jpg,3,108,1015,485,4.0,7.0
0382052.jpg,15,138,973,447,4.0,7.0
1763666.jpg,19,80,1009,467,4.0,7.0
2030599.jpg,12,144,1190,578,4.0,7.0
0798632.jpg,44,238,1024,517,4.0,7.0
1244288.jpg,10,271,1455,659,4.0,7.0
0497534.jpg,6,110,996,490,4.0,7.0
1446341.jpg,9,145,1190,589,4.0,7.0
2236966.jpg,8,134,1018,482,4.0,7.0
0957983.jpg,10,152,988,490,4.0,7.0
0257025.jpg,39,196,1000,487,4.0,8.0
0788947.jpg,3,139,997,460,4.0,8.0
1852201.jpg,9,149,1193,519,4.0,8.0
0713745.jpg,13,214,987,475,4.0,8.0
0422707.jpg,16,179,1219,566,4.0,8.0
0443893.jpg,9,134,994,444,4.0,8.0
0706175.jpg,3,147,987,472,4.0,8.0
0988468.jpg,17,223,1574,700,4.0,8.0
2099419.jpg,13,138,1011,448,4.0,8.0
0781150.jpg,21,79,1022,534,4.0,8.0
1913792.jpg,8,157,1192,549,4.0,8.0
1043795.jpg,7,164,995,483,4.0,8.0
0977350.jpg,8,242,993,484,4.0,8.0
1561334.jpg,14,218,1487,666,4.0,8.0
1390305.jpg,13,172,1192,556,4.0,8.0
1692197.jpg,25,114,1069,482,4.0,8.0
1237622.jpg,10,157,992,470,4.0,8.0
1385341.jpg,23,137,1020,457,4.0,8.0
2122829.jpg,15,213,1285,604,4.0,8.0
1470793.jpg,2,140,1021,474,4.0,8.0
1136124.jpg,8,181,994,452,4.0,8.0
0081597.jpg,11,89,786,330,4.0,8.0
1712591.jpg,24,161,1063,494,4.0,8.0
1885830.jpg,17,109,1005,498,4.0,8.0
1320110.jpg,6,181,992,518,4.0,8.0
2137130.jpg,13,144,1195,517,4.0,8.0
1806234.jpg,15,180,1189,546,4.0,8.0
0900469.jpg,53,407,1555,765,4.0,8.0
2002333.jpg,8,153,1194,543,4.0,8.0
2239287.jpg,23,136,999,487,4.0,8.0
0710454.jpg,16,128,1014,511,4.0,8.0
0694546.jpg,3,136,990,449,4.0,8.0
1375368.jpg,8,243,1578,717,4.0,8.0
1818747.jpg,14,172,1187,527,4.0,9.0
1016538.jpg,20,226,1013,474,4.0,9.0
2071807.jpg,10,162,1192,545,4.0,9.0
2047628.jpg,3,2,889,550,4.0,9.0
1910716.jpg,14,207,980,458,4.0,9.0
0722225.jpg,1,109,984,676,4.0,9.0
0292868.jpg,21,154,978,445,4.0,9.0
1874495.jpg,15,193,1194,538,4.0,9.0
1313348.jpg,24,213,1026,455,4.0,9.0
1476615.jpg,41,173,1082,476,4.0,9.0
1052314.jpg,21,128,1047,453,4.0,9.0
1921783.jpg,12,176,1186,531,4.0,9.0
1353293.jpg,9,227,1271,613,4.0,9.0
1001620.jpg,21,96,1015,434,4.0,9.0
1639843.jpg,12,218,1489,658,4.0,9.0
1361120.jpg,6,163,1017,436,4.0,9.0
0641165.jpg,69,207,955,533,4.0,9.0
0200422.jpg,50,125,877,367,4.0,9.0
1189521.jpg,8,139,989,431,4.0,9.0
0383399.jpg,2,11,1199,763,4.0,9.0
1774010.jpg,14,157,1012,479,4.0,9.0
0840357.jpg,21,248,991,510,4.0,9.0
1471544.jpg,14,186,1190,552,4.0,9.0
1246918.jpg,21,200,1017,450,4.0,9.0
1948449.jpg,5,40,1198,656,4.0,9.0
0443884.jpg,10,160,988,440,4.0,9.0
0723572.jpg,12,237,1021,519,4.0,9.0
1582314.jpg,8,170,1016,498,4.0,9.0
0522872.jpg,10,173,994,482,4.0,9.0
0476825.jpg,3,103,1194,637,4.0,9.0
1133077.jpg,24,188,1036,493,4.0,9.0
0223783.jpg,9,131,1004,421,4.0,9.0
1842042.jpg,3,127,1019,439,4.0,9.0
1326767.jpg,11,201,1028,481,4.0,9.0
0804670.jpg,23,100,1013,411,4.0,10.0
1008872.jpg,29,157,1006,447,4.0,10.0
0139685.jpg,50,236,984,487,4.0,10.0
0869644.jpg,9,163,999,421,4.0,10.0
1068733.jpg,127,160,980,434,4.0,10.0
0092334.jpg,44,163,859,376,4.0,10.0
0677583.jpg,75,199,1130,482,4.0,10.0
1009031.jpg,49,256,1161,544,4.0,10.0
0688093.jpg,7,200,986,471,4.0,10.0
1831093.jpg,6,173,1197,502,4.0,10.0
1707740.jpg,7,164,998,429,4.0,10.0
1013082.jpg,1,1,1199,810,4.0,10.0
0606502.jpg,26,155,1000,429,4.0,10.0
0730970.jpg,91,131,1068,522,4.0,10.0
0962875.jpg,18,165,1001,442,4.0,10.0
2161794.jpg,16,281,718,480,4.0,10.0
1251094.jpg,15,261,1589,702,4.0,10.0
1707955.jpg,6,189,988,432,4.0,10.0
1985184.jpg,47,181,1051,396,4.0,10.0
1145144.jpg,26,296,1575,710,4.0,10.0
0843964.jpg,61,121,1018,484,4.0,10.0
1842078.jpg,7,174,1018,453,4.0,10.0
0147038.jpg,2,166,995,432,4.0,10.0
0535113.jpg,35,98,976,527,4.0,10.0
0809727.jpg,20,167,1008,434,4.0,10.0
1283510.jpg,5,217,1017,492,4.0,10.0
1099245.jpg,7,202,991,474,4.0,10.0
1062969.jpg,70,187,967,444,4.0,10.0
0852827.jpg,1,14,1023,674,4.0,10.0
1028187.jpg,40,161,983,416,4.0,10.0
1281453.jpg,55,269,1399,652,4.0,10.0
0993061.jpg,4,201,1020,492,4.0,10.0
0926105.jpg,9,245,989,468,4.0,10.0
0448006.jpg,11,168,991,433,4.0,11.0
0765599.jpg,10,208,1016,496,4.0,11.0
0487370.jpg,6,189,995,461,4.0,11.0
1486682.jpg,16,33,1022,645,4.0,11.0
0928792.jpg,14,236,1321,590,4.0,11.0
0894316.jpg,8,184,998,492,4.0,11.0
0744732.jpg,4,183,994,449,4.0,11.0
0783526.jpg,10,171,1015,449,4.0,11.0
0821422.jpg,19,184,1004,434,4.0,11.0
0829998.jpg,6,187,993,431,4.0,11.0
0151661.jpg,14,160,996,455,4.0,11.0
1340228.jpg,9,328,1583,723,4.0,11.0
1037501.jpg,1,56,1023,627,4.0,11.0
0885966.jpg,0,189,1006,453,4.0,11.0
0447749.jpg,6,128,984,456,4.0,11.0
0448050.jpg,12,222,991,458,4.0,11.0
1245215.jpg,28,217,1003,457,4.0,11.0
1200648.jpg,8,222,1194,557,4.0,11.0
0257378.jpg,21,195,1011,456,4.0,11.0
0179070.jpg,21,183,989,438,4.0,11.0
0065979.jpg,2,40,782,347,4.0,11.0
1245887.jpg,8,109,1014,603,4.0,11.0
0476345.jpg,26,153,1198,568,4.0,11.0
0786259.jpg,10,113,1013,480,4.0,11.0
0487356.jpg,7,185,993,453,4.0,11.0
0365342.jpg,1,148,996,585,4.0,11.0
0198433.jpg,22,168,1019,474,4.0,11.0
0182189.jpg,1,178,993,519,4.0,11.0
0684605.jpg,8,177,995,439,4.0,11.0
1059813.jpg,10,120,1012,496,4.0,11.0
1230223.jpg,23,86,1023,542,4.0,11.0
0482818.jpg,24,241,1186,575,4.0,11.0
0368505.jpg,0,139,1198,798,4.0,11.0
0522830.jpg,11,178,985,446,4.0,12.0
1099216.jpg,7,179,994,465,4.0,12.0
0963590.jpg,11,253,1016,498,4.0,12.0
1365495.jpg,5,321,1587,725,4.0,12.0
1879895.jpg,5,205,1189,507,4.0,12.0
0098489.jpg,32,146,770,377,4.0,12.0
1097975.jpg,7,200,1191,516,4.0,12.0
0454746.jpg,12,174,992,448,4.0,12.0
2147232.jpg,19,230,1187,572,4.0,12.0
1259556.jpg,28,181,994,477,4.0,12.0
0487374.jpg,12,157,994,421,4.0,12.0
2221713.jpg,6,240,1194,567,4.0,12.0
1202048.jpg,5,211,992,464,4.0,12.0
1325476.jpg,2,181,1018,467,4.0,12.0
0090864.jpg,87,148,861,366,4.0,12.0
0894208.jpg,3,171,988,433,4.0,12.0
0367768.jpg,28,227,1178,520,4.0,12.0
0766954.jpg,44,169,1003,481,4.0,12.0
0876439.jpg,7,190,1015,482,4.0,12.0
0983542.jpg,23,170,1031,453,4.0,12.0
1356102.jpg,4,221,1017,482,4.0,12.0
1284239.jpg,8,171,995,438,4.0,12.0
0336925.jpg,15,230,539,379,4.0,12.0
0939497.jpg,2,128,974,433,4.0,12.0
0785021.jpg,9,221,998,501,4.0,12.0
0065292.jpg,98,126,494,257,4.0,12.0
1389219.jpg,12,198,1014,484,4.0,12.0
0859029.jpg,12,145,1017,506,4.0,12.0
1387195.jpg,23,169,1015,478,4.0,12.0
1398832.jpg,9,281,1587,712,4.0,12.0
1226606.jpg,21,199,1009,498,4.0,12.0
1828267.jpg,12,236,1187,540,4.0,12.0
0744234.jpg,7,196,996,456,4.0,12.0
0950401.jpg,5,238,992,442,4.0,12.0
1566619.jpg,11,287,1590,751,4.0,13.0
2244841.jpg,5,171,1193,506,4.0,13.0
1256464.jpg,8,285,1593,687,4.0,13.0
0425365.jpg,162,269,396,476,4.0,13.0
0492477.jpg,6,173,993,443,4.0,13.0
2221710.jpg,5,206,1193,605,4.0,13.0
0056299.jpg,18,119,890,363,4.0,13.0
1600251.jpg,10,141,1016,451,4.0,13.0
1098953.jpg,11,203,1192,514,4.0,13.0
0983934.jpg,14,258,1579,706,4.0,13.0
2222716.jpg,30,185,1080,460,4.0,13.0
1358854.jpg,7,219,1194,569,4.0,13.0
1143409.jpg,7,174,987,432,4.0,13.0
1700644.jpg,1,128,999,533,4.0,13.0
1018463.jpg,8,209,1015,462,4.0,13.0
2047538.jpg,13,201,1197,505,4.0,13.0
0442373.jpg,40,155,970,408,4.0,13.0
1146172.jpg,5,178,994,438,4.0,13.0
1514578.jpg,31,162,1013,423,4.0,13.0
1469691.jpg,15,214,1184,534,4.0,13.0
1997878.jpg,22,154,1006,421,4.0,13.0
0766314.jpg,24,109,1007,563,4.0,13.0
0650456.jpg,68,241,532,387,4.0,13.0
0367973.jpg,86,253,1103,566,4.0,13.0
2079513.jpg,3,230,1192,561,4.0,13.0
1088007.jpg,14,195,1010,480,4.0,13.0
1376174.jpg,0,64,1023,628,4.0,13.0
2091929.jpg,9,194,1187,506,4.0,13.0
1309306.jpg,41,192,1032,473,4.0,13.0
1928510.jpg,2,155,1189,571,4.0,13.0
2197330.jpg,7,61,1198,625,4.0,13.0
1541386.jpg,7,271,1384,637,4.0,13.0
1539525.jpg,40,193,1080,480,4.0,13.0
2224813.jpg,5,175,1016,472,4.0,14.0
2147921.jpg,9,129,1012,512,4.0,14.0
0273150.jpg,64,182,975,452,4.0,14.0
1560579.jpg,4,212,1271,563,4.0,14.0
1566616.jpg,9,256,1590,720,4.0,14.0
0275117.jpg,34,235,1272,584,4.0,14.0
0685368.jpg,14,110,1198,577,4.0,14.0
0523013.jpg,11,189,990,469,4.0,14.0
0814906.jpg,7,140,1018,441,4.0,14.0
2067977.jpg,11,174,1197,529,4.0,14.0
1031497.jpg,6,172,994,460,4.0,14.0
1713246.jpg,10,169,989,461,4.0,14.0
1945514.jpg,11,103,1007,455,4.0,14.0
0802262.jpg,37,129,1003,450,4.0,14.0
2170854.jpg,20,267,716,476,4.0,14.0
0923571.jpg,8,182,986,437,4.0,14.0
0838565.jpg,19,275,1575,713,4.0,14.0
0701760.jpg,7,173,992,458,4.0,14.0
0765781.jpg,13,153,995,439,4.0,14.0
0225217.jpg,19,190,989,464,4.0,14.0
0255363.jpg,45,148,1017,497,4.0,14.0
0056297.jpg,37,192,957,446,4.0,14.0
1107747.jpg,13,196,1192,536,4.0,14.0
0902418.jpg,40,189,1000,472,4.0,14.0
1356930.jpg,12,289,1273,636,4.0,14.0
1155017.jpg,20,180,1023,472,4.0,14.0
2013757.jpg,11,186,1184,523,4.0,14.0
0694466.jpg,6,168,995,450,4.0,14.0
1527502.jpg,11,284,1488,703,4.0,14.0
0184351.jpg,49,169,982,436,4.0,14.0
0218812.jpg,33,232,994,477,4.0,14.0
0458643.jpg,11,168,990,453,4.0,14.0
0863830.jpg,27,244,1014,522,4.0,14.0
0715299.jpg,31,253,1035,479,4.0,15.0
0496749.jpg,17,155,1022,436,4.0,15.0
0478342.jpg,32,248,1161,568,4.0,15.0
1767104.jpg,16,313,1487,647,4.0,15.0
1534214.jpg,8,167,1018,448,4.0,15.0
1650624.jpg,42,201,1073,473,4.0,15.0
1146631.jpg,21,191,1035,428,4.0,15.0
1910711.jpg,13,174,1014,444,4.0,15.0
0138993.jpg,36,206,986,433,4.0,15.0
0447753.jpg,9,192,992,443,4.0,15.0
1647406.jpg,8,280,1486,661,4.0,15.0
1004797.jpg,4,192,990,438,4.0,15.0
0328231.jpg,49,200,959,451,4.0,15.0
1256349.jpg,2,184,1021,444,4.0,15.0
1810927.jpg,9,223,1186,538,4.0,15.0
1944650.jpg,53,200,1071,466,4.0,15.0
1297523.jpg,8,220,1018,480,4.0,15.0
1316606.jpg,21,205,1020,467,4.0,15.0
0977347.jpg,14,202,992,449,4.0,15.0
0313720.jpg,25,240,993,527,4.0,15.0
0482793.jpg,15,221,1012,451,4.0,15.0
0442375.jpg,49,199,969,425,4.0,15.0
0469140.jpg,13,200,1007,451,4.0,15.0
1150188.jpg,23,208,1025,459,4.0,15.0
0662343.jpg,69,365,1507,709,4.0,15.0
0428735.jpg,46,243,1238,557,4.0,15.0
1771968.jpg,12,296,1483,654,4.0,15.0
1564943.jpg,14,271,1489,638,4.0,15.0
1156768.jpg,12,147,1012,459,4.0,15.0
1486383.jpg,26,186,1073,472,4.0,15.0
1298912.jpg,14,218,997,449,4.0,15.0
1629329.jpg,102,239,1045,533,4.0,15.0
0361100.jpg,19,230,995,474,4.0,15.0
0507837.jpg,16,204,1009,480,4.0,15.0
1605155.jpg,32,134,1017,474,4.0,16.0
1902309.jpg,11,155,1189,556,4.0,16.0
1703213.jpg,9,165,1192,560,4.0,16.0
1714716.jpg,38,165,1059,508,4.0,16.0
0756688.jpg,11,172,1012,486,4.0,16.0
0866844.jpg,114,152,1048,505,4.0,16.0
2248958.jpg,12,129,1017,475,4.0,16.0
0184346.jpg,34,139,996,461,4.0,16.0
2200399.jpg,5,135,1019,492,4.0,16.0
0197363.jpg,28,190,990,496,4.0,16.0
1342822.jpg,21,180,1029,471,4.0,16.0
2004902.jpg,12,190,1193,550,4.0,16.0
2171010.jpg,15,125,1000,433,4.0,16.0
1383295.jpg,14,165,1001,537,4.0,16.0
1390310.jpg,12,159,1193,572,4.0,16.0
0188143.jpg,70,200,970,499,4.0,16.0
0494862.jpg,1,115,981,480,4.0,16.0
0738257.jpg,6,171,985,471,4.0,16.0
1307327.jpg,2,163,1017,488,4.0,16.0
0179066.jpg,22,148,1004,464,4.0,16.0
1862132.jpg,45,188,1077,496,4.0,16.0
2227599.jpg,20,121,1013,462,4.0,16.0
1182368.jpg,12,147,995,467,4.0,16.0
0958129.jpg,11,174,993,494,4.0,16.0
2197329.jpg,28,131,1021,477,4.0,16.0
1631498.jpg,24,139,1009,459,4.0,16.0
2213535.jpg,8,188,1193,541,4.0,16.0
2183378.jpg,8,217,1190,574,4.0,16.0
2132127.jpg,7,131,1018,491,4.0,16.0
0117996.jpg,36,152,976,471,4.0,16.0
1413233.jpg,9,253,1190,563,4.0,16.0
1031454.jpg,5,167,997,482,4.0,16.0
