image_file,xmin,ymin,xmax,ymax,manufacturer,variant
1218795.jpg,3,171,1020,506,1.0,26.0
1221755.jpg,2,145,1021,556,8.0,47.0
1054078.jpg,28,248,1540,694,13.0,69.0
2109389.jpg,2,169,1017,511,1.0,28.0
1204566.jpg,1,214,1191,519,7.0,44.0
0673364.jpg,4,147,990,494,6.0,38.0
1552206.jpg,6,209,1589,758,6.0,38.0
0489934.jpg,49,11,1022,687,12.0,54.0
0958070.jpg,5,144,985,490,0.0,34.0
1265380.jpg,18,214,994,454,21.0,87.0
1549184.jpg,9,328,1594,732,13.0,69.0
1991750.jpg,18,100,1009,465,29.0,59.0
1927319.jpg,11,227,1194,541,1.0,26.0
1008569.jpg,9,205,1014,496,17.0,81.0
1414284.jpg,1,14,1021,678,13.0,68.0
1824489.jpg,6,225,984,528,21.0,73.0
0195744.jpg,25,218,994,435,12.0,55.0
1753610.jpg,4,131,1019,466,19.0,42.0
0074632.jpg,28,163,879,420,12.0,53.0
1126460.jpg,11,180,993,500,8.0,47.0
1055698.jpg,78,143,955,448,19.0,42.0
1259625.jpg,12,133,1012,513,20.0,72.0
1277987.jpg,3,202,1191,514,1.0,30.0
1567592.jpg,338,121,811,314,6.0,82.0
2207336.jpg,34,251,1076,496,7.0,45.0
1062013.jpg,1,21,1022,611,7.0,51.0
0879892.jpg,0,149,995,466,4.0,1.0
1714716.jpg,38,165,1059,508,4.0,16.0
2071199.jpg,17,36,997,615,9.0,92.0
0992232.jpg,8,123,1012,519,6.0,38.0
0233758.jpg,33,218,1019,452,4.0,41.0
1841545.jpg,19,199,1011,435,13.0,66.0
1736063.jpg,68,111,924,558,24.0,62.0
2021843.jpg,10,211,1193,527,13.0,66.0
1027362.jpg,31,251,1570,759,1.0,22.0
0746111.jpg,4,216,998,444,21.0,56.0
1713971.jpg,25,138,1005,552,14.0,71.0
1335195.jpg,10,289,1267,586,1.0,30.0
1095676.jpg,29,259,1577,711,4.0,19.0
1281454.jpg,2,38,1392,912,4.0,10.0
0184899.jpg,37,252,994,472,7.0,44.0
1871885.jpg,57,212,1066,518,4.0,4.0
1230223.jpg,23,86,1023,542,4.0,11.0
0750589.jpg,1,43,1012,407,21.0,56.0
0367973.jpg,86,253,1103,566,4.0,13.0
0934705.jpg,18,25,995,474,1.0,23.0
1682647.jpg,20,155,1005,458,4.0,17.0
2114201.jpg,0,66,1022,539,23.0,91.0
0439774.jpg,52,178,1155,550,25.0,93.0
1650403.jpg,13,154,1014,512,9.0,92.0
1397217.jpg,9,213,1015,449,29.0,58.0
0188550.jpg,37,154,799,407,1.0,25.0
1018466.jpg,4,144,1022,483,4.0,14.0
1840427.jpg,18,207,1010,438,16.0,76.0
1352223.jpg,7,122,1327,637,0.0,35.0
0716436.jpg,8,161,992,462,4.0,4.0
1066875.jpg,3,140,1017,451,18.0,83.0
0202423.jpg,1,1,1019,690,13.0,69.0
1356129.jpg,25,148,1002,531,8.0,48.0
1234230.jpg,37,170,1001,484,24.0,62.0
1016538.jpg,20,226,1013,474,4.0,9.0
1603712.jpg,0,94,1021,597,24.0,62.0
0939993.jpg,10,245,1268,599,4.0,20.0
0143341.jpg,26,140,980,467,4.0,5.0
1093671.jpg,27,210,1011,501,21.0,73.0
1601715.jpg,10,180,1276,628,20.0,72.0
0926108.jpg,13,187,998,447,21.0,86.0
0454779.jpg,9,111,997,506,16.0,77.0
0422853.jpg,15,119,990,480,0.0,34.0
1711195.jpg,4,198,1022,465,8.0,47.0
0397442.jpg,2,49,1199,673,6.0,39.0
1614283.jpg,3,101,1013,510,8.0,49.0
2107240.jpg,8,132,1189,591,29.0,59.0
0695983.jpg,7,196,1018,440,7.0,45.0
0977350.jpg,8,242,993,484,4.0,8.0
2097904.jpg,11,251,1191,536,5.0,79.0
0062771.jpg,20,115,799,323,27.0,98.0
0127058.jpg,12,200,915,424,4.0,18.0
1903010.jpg,7,271,1188,521,7.0,46.0
1246392.jpg,24,136,1021,600,24.0,62.0
0482818.jpg,24,241,1186,575,4.0,11.0
1758487.jpg,21,169,1008,460,4.0,19.0
1345040.jpg,32,206,1023,475,17.0,80.0
1036821.jpg,5,159,994,505,8.0,48.0
1309306.jpg,41,192,1032,473,4.0,13.0
1158328.jpg,10,180,994,479,8.0,50.0
1360525.jpg,38,161,1146,534,22.0,96.0
2045349.jpg,32,151,1080,508,1.0,33.0
1449582.jpg,37,183,1024,526,8.0,48.0
0065828.jpg,11,70,773,349,25.0,93.0
1741519.jpg,15,189,1010,453,4.0,18.0
1176947.jpg,15,172,992,463,28.0,99.0
0525838.jpg,4,154,991,467,16.0,78.0
1137703.jpg,4,118,1019,531,16.0,77.0
1091953.jpg,860,463,1150,570,14.0,71.0
0225225.jpg,13,221,995,560,4.0,5.0
0738232.jpg,265,467,845,643,18.0,83.0
1094917.jpg,7,192,1019,478,21.0,56.0
0155603.jpg,22,195,1007,498,0.0,35.0
1099245.jpg,7,202,991,474,4.0,10.0
0711206.jpg,21,197,1002,538,25.0,93.0
1486631.jpg,1,74,1023,482,4.0,18.0
0176007.jpg,54,130,857,395,21.0,52.0
1240265.jpg,33,131,1016,495,29.0,60.0
0367794.jpg,123,231,1120,527,1.0,25.0
1592077.jpg,6,170,1015,437,13.0,68.0
1846142.jpg,3,192,1020,494,10.0,74.0
1716407.jpg,14,147,1192,583,10.0,74.0
1845995.jpg,1,36,1197,703,4.0,6.0
1588716.jpg,8,113,1273,673,21.0,73.0
0280348.jpg,1,140,922,443,19.0,42.0
0418691.jpg,39,259,989,461,21.0,87.0
1429838.jpg,5,235,1189,509,16.0,76.0
1253163.jpg,30,151,975,468,13.0,64.0
1376665.jpg,2,157,1022,583,3.0,90.0
0056299.jpg,18,119,890,363,4.0,13.0
2235588.jpg,75,172,1116,574,4.0,7.0
1691483.jpg,23,112,1002,460,4.0,5.0
0523063.jpg,8,153,994,492,1.0,27.0
0440696.jpg,1,291,1004,673,13.0,69.0
0981533.jpg,19,161,1022,491,4.0,18.0
2128002.jpg,4,230,1188,527,7.0,44.0
0187244.jpg,86,144,808,406,4.0,2.0
0193729.jpg,27,210,998,455,21.0,87.0
1662017.jpg,10,146,1193,529,4.0,13.0
0907348.jpg,9,148,990,457,19.0,84.0
0894311.jpg,2,194,994,437,27.0,98.0
0786221.jpg,21,302,411,432,2.0,36.0
0740881.jpg,7,215,994,456,4.0,1.0
1115087.jpg,112,114,983,647,21.0,73.0
1200650.jpg,9,164,1135,504,19.0,84.0
0544869.jpg,6,221,1019,471,12.0,43.0
1900832.jpg,6,176,1160,549,10.0,75.0
1555985.jpg,32,239,1025,488,4.0,41.0
0115072.jpg,31,113,772,356,1.0,25.0
1287207.jpg,1,12,1018,676,8.0,47.0
2204027.jpg,4,222,1012,436,7.0,46.0
1237704.jpg,3,238,992,458,7.0,46.0
1627560.jpg,10,302,1588,802,21.0,52.0
1326767.jpg,11,201,1028,481,4.0,9.0
0117996.jpg,36,152,976,471,4.0,16.0
0692098.jpg,26,275,1000,517,13.0,68.0
1245887.jpg,8,109,1014,603,4.0,11.0
1966244.jpg,8,191,1188,554,1.0,25.0
1389106.jpg,27,91,1006,577,29.0,58.0
0302002.jpg,42,129,1064,517,29.0,61.0
0711205.jpg,27,237,1016,498,13.0,69.0
1469731.jpg,3,214,1020,502,21.0,88.0
1534376.jpg,4,292,1587,722,17.0,81.0
1807123.jpg,8,212,1014,485,13.0,70.0
0547148.jpg,16,186,1003,509,21.0,88.0
0973256.jpg,21,186,1018,416,27.0,98.0
1342007.jpg,6,283,1185,518,7.0,46.0
1384617.jpg,7,150,1274,621,29.0,59.0
0701753.jpg,9,164,992,440,1.0,29.0
1377234.jpg,8,238,1188,537,21.0,56.0
0198130.jpg,32,274,998,499,21.0,86.0
0876439.jpg,7,190,1015,482,4.0,12.0
0799596.jpg,5,115,978,485,2.0,36.0
1626631.jpg,6,124,1196,577,10.0,75.0
2043110.jpg,26,207,1058,517,1.0,27.0
2248561.jpg,36,164,1141,537,1.0,26.0
1369269.jpg,17,136,1007,474,6.0,37.0
0745521.jpg,16,188,1004,434,1.0,31.0
1747768.jpg,17,105,1008,492,23.0,91.0
0394078.jpg,65,262,1136,563,7.0,45.0
1115392.jpg,8,215,989,470,12.0,53.0
0973166.jpg,6,197,992,470,16.0,78.0
1264191.jpg,13,340,1586,670,21.0,88.0
1313344.jpg,26,134,1029,513,4.0,6.0
0871496.jpg,135,233,1070,528,21.0,73.0
2123710.jpg,18,202,1191,582,20.0,72.0
1457710.jpg,5,220,1020,454,1.0,32.0
0716370.jpg,5,144,998,434,4.0,17.0
1050563.jpg,16,184,1189,541,25.0,93.0
1191244.jpg,63,204,996,505,5.0,79.0
1390306.jpg,10,200,1194,538,1.0,26.0
0523001.jpg,9,197,988,480,1.0,26.0
1627991.jpg,10,312,1488,675,4.0,20.0
0706209.jpg,6,219,995,508,12.0,53.0
0454814.jpg,13,222,993,439,25.0,93.0
1336049.jpg,21,165,1005,468,1.0,28.0
1798654.jpg,10,34,1268,662,0.0,35.0
0694487.jpg,6,120,995,488,4.0,7.0
2228985.jpg,2,115,1022,653,24.0,62.0
2188370.jpg,11,92,1191,516,0.0,35.0
0071197.jpg,34,124,778,350,1.0,21.0
1073334.jpg,32,216,1002,453,4.0,41.0
0478314.jpg,34,113,1196,614,21.0,52.0
2120181.jpg,12,129,1013,454,4.0,4.0
1010683.jpg,121,233,943,486,19.0,84.0
1514228.jpg,7,362,1585,709,7.0,45.0
1259152.jpg,30,105,1000,507,4.0,6.0
0037511.jpg,59,218,902,574,21.0,56.0
0984409.jpg,2,68,1001,481,4.0,7.0
0130598.jpg,45,279,939,500,7.0,44.0
1316961.jpg,6,185,1195,555,12.0,54.0
1555715.jpg,11,345,1592,689,1.0,32.0
0773533.jpg,11,217,999,468,12.0,53.0
0962825.jpg,4,3,1020,695,19.0,42.0
1415431.jpg,33,159,1020,508,1.0,24.0
1082296.jpg,6,160,1022,566,6.0,82.0
1922541.jpg,14,178,1183,566,29.0,58.0
1003141.jpg,49,139,966,473,29.0,60.0
0418567.jpg,41,148,991,410,16.0,78.0
0451224.jpg,18,234,1001,541,25.0,93.0
1362504.jpg,7,249,1591,729,0.0,35.0
0164676.jpg,73,245,944,479,21.0,85.0
1630052.jpg,25,200,1070,481,21.0,86.0
0061307.jpg,20,58,767,366,4.0,3.0
1527486.jpg,10,272,1490,714,1.0,27.0
1117069.jpg,259,181,777,372,1.0,23.0
1708096.jpg,8,166,1190,573,1.0,31.0
1227531.jpg,51,81,984,475,1.0,23.0
1921449.jpg,8,143,1019,487,1.0,22.0
1930380.jpg,4,178,1018,478,25.0,93.0
1445108.jpg,40,181,1015,516,29.0,61.0
2200433.jpg,12,143,1015,505,9.0,92.0
1421262.jpg,12,231,1016,460,21.0,86.0
1950704.jpg,10,149,1192,559,11.0,63.0
0428239.jpg,19,169,946,542,4.0,8.0
1058012.jpg,7,164,1008,510,3.0,90.0
0798632.jpg,44,238,1024,517,4.0,7.0
1619902.jpg,34,272,1196,540,1.0,32.0
0966176.jpg,24,312,1346,621,1.0,30.0
0067034.jpg,10,96,781,334,4.0,17.0
1195238.jpg,28,129,1003,531,26.0,95.0
1933933.jpg,12,223,1190,525,4.0,17.0
1443841.jpg,43,77,1000,576,11.0,63.0
2062291.jpg,4,149,1019,463,25.0,93.0
1842042.jpg,3,127,1019,439,4.0,9.0
0569010.jpg,11,177,989,468,4.0,12.0
0136182.jpg,30,121,1022,496,6.0,38.0
1541378.jpg,10,217,1426,696,1.0,24.0
1951531.jpg,13,188,1013,487,29.0,58.0
1031523.jpg,7,208,997,459,13.0,65.0
1895014.jpg,6,103,1017,456,11.0,63.0
1576955.jpg,7,45,1018,493,26.0,95.0
1285916.jpg,14,93,1017,448,4.0,8.0
1418871.jpg,13,215,1183,539,12.0,54.0
1300106.jpg,20,177,1017,498,3.0,90.0
1895223.jpg,5,93,1018,486,25.0,94.0
0398754.jpg,40,81,1181,566,13.0,67.0
0090868.jpg,83,65,898,371,4.0,3.0
1748479.jpg,14,203,1003,520,14.0,71.0
1936341.jpg,18,66,1185,710,8.0,49.0
0901141.jpg,14,298,1571,766,1.0,29.0
1541799.jpg,35,177,1073,545,12.0,54.0
0856020.jpg,23,171,1006,509,4.0,12.0
0618977.jpg,6,167,997,487,13.0,67.0
1253533.jpg,34,258,1071,451,29.0,61.0
0233755.jpg,3,4,1021,670,4.0,17.0
0956171.jpg,31,133,1011,497,4.0,7.0
1421346.jpg,6,188,1018,473,1.0,31.0
0880574.jpg,13,169,984,467,19.0,84.0
0197363.jpg,28,190,990,496,4.0,16.0
1774335.jpg,6,195,1012,506,8.0,49.0
1244289.jpg,19,254,1585,689,27.0,98.0
1043727.jpg,9,155,994,499,29.0,61.0
1767079.jpg,69,161,983,455,26.0,95.0
1806237.jpg,4,196,1166,547,17.0,80.0
2162060.jpg,36,212,1145,581,9.0,92.0
0870244.jpg,13,69,1015,548,4.0,17.0
1790500.jpg,8,209,1184,553,1.0,27.0
0921022.jpg,4,145,992,497,4.0,2.0
0312406.jpg,441,196,776,315,19.0,84.0
2103110.jpg,17,159,1009,447,4.0,19.0
1469672.jpg,13,159,1011,463,1.0,31.0
2073469.jpg,29,53,951,636,9.0,92.0
0063925.jpg,26,127,782,312,16.0,76.0
1715316.jpg,28,236,1066,500,17.0,81.0
1211088.jpg,11,90,1378,608,4.0,17.0
1641331.jpg,34,174,1009,510,1.0,25.0
0114447.jpg,95,176,780,419,2.0,36.0
0114409.jpg,11,73,790,358,4.0,3.0
1103952.jpg,68,168,970,483,8.0,47.0
0752972.jpg,0,146,1016,480,25.0,93.0
2136870.jpg,12,197,981,467,9.0,92.0
0144930.jpg,13,208,992,436,12.0,54.0
0420452.jpg,59,265,959,476,13.0,69.0
0458661.jpg,11,118,990,477,4.0,2.0
0880559.jpg,14,184,986,487,25.0,93.0
1146072.jpg,16,201,987,477,15.0,89.0
1567620.jpg,14,142,1006,591,7.0,44.0
1313522.jpg,2,205,1021,498,1.0,29.0
2228410.jpg,14,190,1017,542,23.0,91.0
1895220.jpg,6,120,1015,530,21.0,73.0
1465204.jpg,591,287,1270,530,21.0,88.0
0440955.jpg,16,287,1229,595,5.0,79.0
2170857.jpg,19,134,1004,456,4.0,5.0
0488772.jpg,24,219,1009,533,17.0,81.0
2115048.jpg,25,195,1007,502,12.0,43.0
1026133.jpg,24,275,1413,683,28.0,99.0
2122883.jpg,34,167,996,490,8.0,47.0
1222820.jpg,29,162,991,555,29.0,57.0
1143413.jpg,7,202,993,445,4.0,17.0
1031438.jpg,6,174,990,463,4.0,11.0
1551667.jpg,15,139,1010,511,8.0,50.0
0632010.jpg,9,196,997,402,4.0,1.0
0903776.jpg,20,175,1021,482,1.0,26.0
0247497.jpg,1,0,1007,673,1.0,30.0
0422859.jpg,447,205,758,300,12.0,43.0
0740991.jpg,36,215,1021,501,6.0,38.0
1206539.jpg,8,186,991,437,1.0,31.0
0737312.jpg,6,178,995,481,18.0,83.0
0894208.jpg,3,171,988,433,4.0,12.0
0993510.jpg,67,140,978,525,13.0,70.0
0978502.jpg,50,136,996,460,21.0,56.0
1054576.jpg,29,269,1488,720,25.0,93.0
0924092.jpg,8,165,994,490,21.0,87.0
0842400.jpg,7,183,991,454,2.0,36.0
0480706.jpg,79,88,1019,513,4.0,2.0
2232220.jpg,12,135,1199,635,9.0,92.0
2200415.jpg,46,241,1003,497,21.0,88.0
0880575.jpg,7,218,996,442,12.0,55.0
1255434.jpg,11,196,1267,586,6.0,39.0
2244501.jpg,20,181,1004,444,1.0,29.0
1193603.jpg,30,180,1001,469,1.0,26.0
1172360.jpg,3,97,1020,561,8.0,47.0
2244487.jpg,12,182,1189,576,8.0,47.0
1400446.jpg,3,140,1021,495,1.0,24.0
0774288.jpg,26,204,1023,513,5.0,79.0
0064933.jpg,14,59,799,333,4.0,0.0
2162376.jpg,3,32,1196,741,26.0,95.0
2215392.jpg,7,132,995,465,1.0,33.0
0098489.jpg,32,146,770,377,4.0,12.0
1852170.jpg,12,144,1191,526,4.0,3.0
1232268.jpg,51,21,1148,794,14.0,71.0
0078364.jpg,11,154,884,397,1.0,29.0
0483573.jpg,5,151,994,452,6.0,38.0
1568885.jpg,19,259,1490,687,4.0,14.0
1394172.jpg,0,106,1012,545,11.0,63.0
1767219.jpg,0,104,1022,641,24.0,62.0
1126468.jpg,7,189,992,476,28.0,99.0
2089196.jpg,16,27,1003,536,8.0,47.0
1311406.jpg,6,202,1018,529,23.0,91.0
0922626.jpg,25,219,1577,755,6.0,38.0
0114439.jpg,2,89,772,369,4.0,5.0
0097118.jpg,79,150,721,378,29.0,60.0
0136191.jpg,14,160,986,427,16.0,78.0
1146631.jpg,21,191,1035,428,4.0,15.0
1735455.jpg,1,10,1023,706,29.0,58.0
1446249.jpg,18,228,1195,567,1.0,29.0
1899232.jpg,80,244,1058,521,21.0,85.0
2124076.jpg,13,173,1010,449,1.0,30.0
1942524.jpg,6,213,1161,514,4.0,13.0
0851305.jpg,11,164,991,460,1.0,22.0
0631897.jpg,91,195,913,433,4.0,0.0
1018460.jpg,8,176,1008,543,3.0,90.0
2066882.jpg,7,150,1017,482,8.0,49.0
0069771.jpg,34,96,790,343,29.0,61.0
1323008.jpg,15,280,1587,752,16.0,78.0
1514578.jpg,31,162,1013,423,4.0,13.0
1626934.jpg,18,243,1571,777,10.0,74.0
1687908.jpg,14,194,1486,721,4.0,5.0
2152856.jpg,7,149,1014,469,1.0,25.0
1569037.jpg,15,297,1486,646,4.0,41.0
0188143.jpg,70,200,970,499,4.0,16.0
0877683.jpg,10,55,1023,610,6.0,82.0
0824047.jpg,23,279,1583,663,1.0,28.0
0749915.jpg,3,129,1193,566,20.0,72.0
1323009.jpg,11,273,1589,787,12.0,54.0
1138890.jpg,5,36,1022,654,4.0,18.0
1036818.jpg,5,157,992,471,4.0,8.0
0193983.jpg,189,188,886,349,4.0,1.0
1260869.jpg,7,197,1012,476,16.0,77.0
0174937.jpg,34,244,1003,478,21.0,56.0
1509369.jpg,0,4,1098,743,12.0,53.0
1204180.jpg,12,256,1585,685,21.0,87.0
2199064.jpg,26,208,1193,615,24.0,62.0
2031510.jpg,7,231,1187,514,5.0,79.0
1304093.jpg,1,0,1022,687,13.0,69.0
1370066.jpg,20,144,1006,507,29.0,57.0
1905772.jpg,10,169,1187,732,5.0,79.0
1506896.jpg,6,318,1589,716,4.0,13.0
1979606.jpg,2,69,1198,719,7.0,45.0
1173801.jpg,14,308,1582,722,4.0,13.0
1204183.jpg,11,199,1193,546,16.0,78.0
0918627.jpg,32,350,1579,664,21.0,86.0
2175372.jpg,20,121,1005,447,13.0,64.0
0487362.jpg,9,148,996,496,16.0,77.0
0697384.jpg,15,143,996,460,16.0,77.0
0517785.jpg,57,208,1542,800,17.0,81.0
1574584.jpg,5,115,1014,505,6.0,82.0
1379981.jpg,10,171,1182,586,8.0,48.0
1539524.jpg,32,123,1069,548,1.0,23.0
0996526.jpg,23,259,1423,702,7.0,44.0
1410104.jpg,2,239,1189,561,17.0,80.0
1162457.jpg,1,145,999,579,24.0,62.0
1471544.jpg,14,186,1190,552,4.0,9.0
1326646.jpg,6,98,1022,546,11.0,63.0
2185715.jpg,16,175,1003,436,13.0,65.0
1351205.jpg,10,229,1182,504,21.0,87.0
0048341.jpg,130,205,862,384,4.0,1.0
1248046.jpg,4,154,1006,500,6.0,82.0
1928510.jpg,2,155,1189,571,4.0,13.0
0492497.jpg,5,110,976,496,4.0,3.0
0062697.jpg,32,112,772,334,29.0,61.0
0977928.jpg,1,69,1022,617,19.0,42.0
0817369.jpg,288,242,985,442,12.0,43.0
0984284.jpg,3,72,1006,470,29.0,57.0
1958055.jpg,8,120,1193,638,26.0,95.0
1917739.jpg,13,183,1191,564,4.0,4.0
1623631.jpg,405,246,1491,888,4.0,12.0
0227126.jpg,14,154,996,441,4.0,9.0
1737573.jpg,1,37,1021,654,8.0,49.0
1125619.jpg,9,184,973,500,8.0,47.0
1999875.jpg,19,121,1004,471,29.0,59.0
1482541.jpg,3,133,1005,511,9.0,92.0
0065767.jpg,17,88,774,307,6.0,38.0
1143414.jpg,4,129,992,457,0.0,34.0
1290983.jpg,32,135,1006,519,16.0,77.0
0034958.jpg,1,181,845,560,4.0,2.0
0779704.jpg,54,202,1564,713,13.0,64.0
1365495.jpg,5,321,1587,725,4.0,12.0
1091802.jpg,18,216,999,474,1.0,28.0
1412618.jpg,50,156,1016,536,29.0,60.0
1231945.jpg,10,181,1017,487,21.0,73.0
1658293.jpg,35,164,995,504,14.0,71.0
1186594.jpg,23,130,992,512,8.0,48.0
0649690.jpg,69,428,1548,795,4.0,4.0
1642983.jpg,10,112,1015,473,1.0,24.0
1380030.jpg,28,199,1191,620,8.0,47.0
2070659.jpg,29,251,1173,564,16.0,78.0
2248581.jpg,9,148,1019,491,4.0,3.0
2259653.jpg,28,191,980,475,15.0,89.0
2044258.jpg,13,72,1003,535,10.0,74.0
1884749.jpg,15,197,1189,523,4.0,14.0
1110774.jpg,5,140,994,489,0.0,34.0
1296897.jpg,10,199,1195,514,21.0,56.0
1339053.jpg,56,148,1019,525,6.0,37.0
0445389.jpg,9,153,967,453,4.0,17.0
0361575.jpg,2,123,1178,586,6.0,37.0
1210495.jpg,1,18,1022,685,13.0,68.0
0548883.jpg,10,34,1198,470,12.0,54.0
1164960.jpg,2,120,1020,511,18.0,83.0
1484701.jpg,22,215,1088,511,1.0,32.0
0545025.jpg,56,51,1184,497,29.0,59.0
0829997.jpg,12,142,996,460,1.0,25.0
1569649.jpg,1,91,1022,598,7.0,46.0
1706735.jpg,6,181,1197,574,4.0,19.0
1391858.jpg,6,200,1273,611,17.0,80.0
1471691.jpg,10,213,1188,558,4.0,14.0
1997802.jpg,409,2,1022,546,29.0,59.0
1725773.jpg,9,147,1019,453,16.0,78.0
0178292.jpg,27,152,992,456,4.0,3.0
0130154.jpg,22,212,889,426,17.0,81.0
2002223.jpg,25,200,1140,549,4.0,9.0
1769002.jpg,7,150,1013,494,8.0,50.0
1227101.jpg,10,131,1009,453,13.0,64.0
1347237.jpg,1,17,1022,686,8.0,48.0
0482763.jpg,3,260,1270,713,4.0,1.0
1374642.jpg,31,207,1005,478,24.0,62.0
0132987.jpg,99,260,855,495,15.0,89.0
1280724.jpg,9,246,1014,469,21.0,86.0
1018935.jpg,5,139,988,459,4.0,3.0
0953561.jpg,2,19,1020,667,16.0,77.0
0065422.jpg,28,60,894,387,4.0,2.0
0606131.jpg,58,152,1105,508,19.0,42.0
0731199.jpg,9,169,1022,629,4.0,6.0
0987619.jpg,20,354,1479,702,4.0,4.0
1702899.jpg,23,161,1067,494,17.0,81.0
0885174.jpg,25,102,992,456,2.0,36.0
0792092.jpg,12,111,1012,476,2.0,36.0
1685685.jpg,38,77,1015,514,26.0,95.0
0928043.jpg,7,60,1008,532,4.0,6.0
2201797.jpg,19,139,1183,528,13.0,64.0
0907357.jpg,9,155,998,470,4.0,3.0
1768758.jpg,19,163,1002,434,13.0,66.0
0901370.jpg,15,145,994,488,0.0,34.0
1857215.jpg,8,216,1196,498,1.0,31.0
2122310.jpg,55,236,1045,486,13.0,67.0
2249122.jpg,5,142,1016,443,21.0,85.0
1926848.jpg,9,214,1016,533,6.0,37.0
2059163.jpg,9,106,1005,447,1.0,33.0
0758130.jpg,14,159,1007,476,27.0,98.0
0536299.jpg,39,158,1008,435,22.0,96.0
0744232.jpg,7,198,998,462,1.0,28.0
1513134.jpg,10,171,1015,526,24.0,62.0
2059195.jpg,21,220,1007,441,7.0,45.0
0880533.jpg,49,151,957,442,6.0,82.0
0543868.jpg,1,95,1013,497,8.0,49.0
1910714.jpg,17,172,994,429,4.0,20.0
1811384.jpg,85,296,388,421,21.0,73.0
0232377.jpg,52,199,985,499,1.0,25.0
0064008.jpg,27,89,784,302,1.0,30.0
0179066.jpg,22,148,1004,464,4.0,16.0
2212065.jpg,18,149,1009,437,4.0,19.0
0177656.jpg,31,149,1003,462,29.0,61.0
0288121.jpg,31,210,991,399,21.0,86.0
0195729.jpg,40,151,998,436,18.0,83.0
2123937.jpg,6,150,1194,539,13.0,64.0
0884477.jpg,25,273,1576,769,1.0,29.0
0636482.jpg,38,200,959,463,3.0,40.0
1500490.jpg,11,370,1581,722,21.0,87.0
2063400.jpg,21,163,1186,568,22.0,96.0
1583433.jpg,5,63,1011,509,1.0,22.0
1124077.jpg,2,125,1022,507,18.0,83.0
2235142.jpg,44,233,1198,659,1.0,33.0
0497638.jpg,5,149,990,497,10.0,75.0
1335215.jpg,28,189,977,460,12.0,54.0
2192122.jpg,8,246,1195,536,16.0,76.0
1060652.jpg,36,57,1022,606,11.0,63.0
0110914.jpg,63,95,892,416,1.0,24.0
2259875.jpg,22,134,1002,465,2.0,36.0
1430003.jpg,13,228,1192,532,5.0,79.0
0911624.jpg,22,229,1511,806,16.0,77.0
0167061.jpg,55,147,924,632,25.0,94.0
1159626.jpg,8,99,1013,524,6.0,38.0
1303402.jpg,26,222,1030,462,5.0,79.0
1736177.jpg,30,25,1008,589,6.0,82.0
0063277.jpg,35,111,779,365,19.0,84.0
0928680.jpg,27,147,1022,512,29.0,58.0
1417441.jpg,4,134,1021,489,1.0,33.0
1334213.jpg,33,215,1029,480,13.0,65.0
1569778.jpg,9,125,1020,566,12.0,53.0
0684608.jpg,5,230,991,438,1.0,28.0
1379717.jpg,1,10,1021,726,4.0,16.0
1921652.jpg,16,259,1186,525,1.0,28.0
1703202.jpg,15,179,1188,600,8.0,50.0
